text,text_clean,language,label,confidence
In Bosnia 🇧🇦 we say Take the hoe. „Prihvati se motike“ !,In Bosnia we say Take the hoe. Prihvati se motike !,en,Negatif,0.4424
Bahaya juga ya,Bahaya juga ya,so,Positif,0.974
bang jadi Ultraman,bang jadi Ultraman,id,Netral,0.5407
"bag coba jadi Ronaldo aku udah pake
lengkap😁",bag coba jadi Ronaldo aku udah pake lengkap,id,Netral,0.9219
19 JT lapangan pekerjaan kali🗿,19 JT lapangan pekerjaan kali,id,Netral,0.9895
itu siapa,itu siapa,id,Positif,0.9904
"bangke, ini malah gak bisa bedain njir 😳😳","bangke, ini malah gak bisa bedain njir",id,Positif,0.996
jir jadi tokyo,jir jadi tokyo,lt,Negatif,0.5856
ud polow cb bikin versi wajah gue tp yg cakep bisa g😂😂😂😂,ud polow cb bikin versi wajah gue tp yg cakep bisa g,id,Netral,0.9256
izin save video nya bang,izin save video nya bang,tr,Netral,0.4504
It would be economic collapse first before it even got to that point if you understand economics…,It would be economic collapse first before it even got to that point if you understand economics,en,Negatif,0.8486
Go back to agricultural monarchies.,Go back to agricultural monarchies.,en,Negatif,0.6451
"Many white collar jobs will end. Many tech jobs will be replaced. Blue collar jobs will always provide work that AI cannot replace in the next 10-20 years. You will not see millions of robots knocking on your door and walking up the steps into your attic to setup an air conditioning system. Or drill holes and pull electrical wires and setup outlets all over your house or setup plumbing pipes. If you need an exterminator it will be a human. A roofer a guy to come and pour cement and build your stoop and driveway. Window installation. Automotive mechanics, auto body shops the list goes on and on. Many jobs will be lost, many will not be lost and demand will increase and many jobs will be created in areas we can’t see yet.","Many white collar jobs will end. Many tech jobs will be replaced. Blue collar jobs will always provide work that AI cannot replace in the next 10-20 years. You will not see millions of robots knocking on your door and walking up the steps into your attic to setup an air conditioning system. Or drill holes and pull electrical wires and setup outlets all over your house or setup plumbing pipes. If you need an exterminator it will be a human. A roofer a guy to come and pour cement and build your stoop and driveway. Window installation. Automotive mechanics, auto body shops the list goes on and on. Many jobs will be lost, many will not be lost and demand will increase and many jobs will be created in areas we can t see yet.",en,Netral,0.4225
"não, nada disso está acontecendo","não, nada disso está acontecendo",pt,Netral,0.9561
AI sucks at sales 😂,AI sucks at sales,et,Negatif,0.979
We are all cooked,We are all cooked,en,Netral,0.5038
"My question is , when all of society is out of work how will we continue to make money?, do we just live off the savings and once that's gone well too bad for you?.","My question is , when all of society is out of work how will we continue to make money?, do we just live off the savings and once that's gone well too bad for you?.",en,Negatif,0.7747
"become a dr*g lord, 2 years later Ai becomes better at that too...","become a dr g lord, 2 years later Ai becomes better at that too...",en,Positif,0.4608
"total bollox, if there are no incomes from.people then the system collapses","total bollox, if there are no incomes from.people then the system collapses",en,Negatif,0.941
But the code AI produces is garbage. AI is great for stochastic output. Not so great with determinism and repeatability.,But the code AI produces is garbage. AI is great for stochastic output. Not so great with determinism and repeatability.,en,Negatif,0.9189
It’ll be interesting to see what capitalism looks like when everyone is unemployed and unable to buy anything.,It ll be interesting to see what capitalism looks like when everyone is unemployed and unable to buy anything.,en,Negatif,0.7024
"Doctors, architects, plumbers, lawers all gone. AI is everything.","Doctors, architects, plumbers, lawers all gone. AI is everything.",en,Negatif,0.8086
"let them do it. let them automate and bring in robotics. then when this capitalist world crumbles, finally we'll be free to start our civilization again.","let them do it. let them automate and bring in robotics. then when this capitalist world crumbles, finally we'll be free to start our civilization again.",en,Positif,0.4642
So who is going to buy products when so many people lose their jobs to AI and no longer have money to spend? This is how greed will take down capitalism,So who is going to buy products when so many people lose their jobs to AI and no longer have money to spend? This is how greed will take down capitalism,en,Negatif,0.9247
"trades,","trades,",pt,Netral,0.8392
Lower the retirement age drastically. Like to 40. Or even lower depending on how much is automated. A discussion around the what we can accomplish with lots of people should happen. Pie in the sky ideas should be on the table,Lower the retirement age drastically. Like to 40. Or even lower depending on how much is automated. A discussion around the what we can accomplish with lots of people should happen. Pie in the sky ideas should be on the table,en,Netral,0.5033
"You will finally have time to think about the real meaning of your life, who you really are.....","You will finally have time to think about the real meaning of your life, who you really are.....",en,Netral,0.5035
"so if there are no jobs anymore, who will pay the money?","so if there are no jobs anymore, who will pay the money?",en,Netral,0.5758
"60-80 hours a week? Calm down, pal. 40 hours still the Standard.","60-80 hours a week? Calm down, pal. 40 hours still the Standard.",en,Negatif,0.4637
There never was meaning.,There never was meaning.,en,Netral,0.5221
job is the thing you do most of the day,job is the thing you do most of the day,en,Netral,0.6322
We stop posting on the internet and giving up our ideas to corporations.,We stop posting on the internet and giving up our ideas to corporations.,en,Negatif,0.7023
Plan b is heavy weapons and many rounds,Plan b is heavy weapons and many rounds,en,Netral,0.641
"Hard to automate sanding floors, still need a person there even if a robot does the job","Hard to automate sanding floors, still need a person there even if a robot does the job",en,Negatif,0.7633
Probably the best option in case robot do all works is to give money to people basic on social utility action/job,Probably the best option in case robot do all works is to give money to people basic on social utility action job,en,Netral,0.4631
Ah but who prompts the AI prompter?,Ah but who prompts the AI prompter?,en,Netral,0.6439
well if time is cyclical we are due for another world war. people will go to work for war industries and serve in the military. After the boomers die and a world war there will be a lot less population needing jobs.,well if time is cyclical we are due for another world war. people will go to work for war industries and serve in the military. After the boomers die and a world war there will be a lot less population needing jobs.,en,Negatif,0.6776
we could call have enough and live in peace and prosperity. except for capitalism,we could call have enough and live in peace and prosperity. except for capitalism,en,Negatif,0.4258
Hunger Games 😳,Hunger Games,de,Netral,0.8822
why isn't AI and automation geared towards freeing people from menial time consuming jobs instead of increasing profit shares,why isn't AI and automation geared towards freeing people from menial time consuming jobs instead of increasing profit shares,en,Negatif,0.4979
the trip down deflation road will be no better than Inflation has been.,the trip down deflation road will be no better than Inflation has been.,en,Negatif,0.5721
"businesses need people with jobs and money to buy stuff. if everyone is unemployed, businesses are also dead. with or without AI","businesses need people with jobs and money to buy stuff. if everyone is unemployed, businesses are also dead. with or without AI",en,Negatif,0.8418
The world needs to let go of capitalism and we are far from ready for that to happen.,The world needs to let go of capitalism and we are far from ready for that to happen.,en,Negatif,0.5648
"Maybe there needs to be a job where you engineer things for people to do that makes them money, humans are the one who are going to consume the garbage ai will make.","Maybe there needs to be a job where you engineer things for people to do that makes them money, humans are the one who are going to consume the garbage ai will make.",en,Netral,0.4369
turn it off,turn it off,en,Netral,0.4443
Apps apa bro??,Apps apa bro??,tl,Netral,0.844
bang Coba jadi Prabowo gibran,bang Coba jadi Prabowo gibran,id,Netral,0.8972
buka bg udh follow,buka bg udh follow,so,Netral,0.5264
simpan dlu idemu kawan🗿,simpan dlu idemu kawan,id,Netral,0.9356
AI haha🤣🤣🤣🤣,AI haha,so,Positif,0.661
ai anjirr,ai anjirr,hr,Negatif,0.6108
AI bisa nyawit gak?,AI bisa nyawit gak?,tl,Netral,0.9471
wahhh. gak bahaya tah,wahhh. gak bahaya tah,so,Positif,0.4935
They will generate a social context where there will be no you and millions of others pondering these questions.,They will generate a social context where there will be no you and millions of others pondering these questions.,en,Netral,0.5869
Big D dudes and very violent men are going to rule the world along witb the rich😂. Funny but true.,Big D dudes and very violent men are going to rule the world along witb the rich . Funny but true.,en,Negatif,0.7589
Come to me I teach what to do instead of working :),Come to me I teach what to do instead of working ),en,Netral,0.6163
